Data;1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$
07/03/2016;3,7714
08/03/2016;3,7813
09/03/2016;3,7037
10/03/2016;3,67
11/03/2016;3,6271
14/03/2016;3,6239
15/03/2016;3,7116
16/03/2016;3,8079
17/03/2016;3,6445
18/03/2016;3,6146
21/03/2016;3,6229
22/03/2016;3,6073
23/03/2016;3,6531
24/03/2016;3,6948
28/03/2016;3,6408
29/03/2016;3,6687
30/03/2016;3,6116
31/03/2016;3,5589
01/04/2016;3,5799
04/04/2016;3,5871
05/04/2016;3,6581
06/04/2016;3,6749
07/04/2016;3,6921
08/04/2016;3,6385
11/04/2016;3,5284
12/04/2016;3,5406
13/04/2016;3,5429
14/04/2016;3,5126
15/04/2016;3,5276
18/04/2016;3,5904
19/04/2016;3,5538
20/04/2016;3,5503
22/04/2016;3,5829
25/04/2016;3,5472
26/04/2016;3,5301
27/04/2016;3,5295
28/04/2016;3,4992
29/04/2016;3,4508
02/05/2016;3,4991
03/05/2016;3,555
04/05/2016;3,5397
05/05/2016;3,5296
06/05/2016;3,5362
09/05/2016;3,5387
10/05/2016;3,4772
11/05/2016;3,4645
12/05/2016;3,4877
13/05/2016;3,5041
16/05/2016;3,5035
17/05/2016;3,5037
18/05/2016;3,5368
19/05/2016;3,6003
20/05/2016;3,5419
23/05/2016;3,566
24/05/2016;3,5491
25/05/2016;3,5804
27/05/2016;3,6168
30/05/2016;3,5997
31/05/2016;3,5951
01/06/2016;3,6126
02/06/2016;3,5961
03/06/2016;3,5409
06/06/2016;3,5098
07/06/2016;3,4745
08/06/2016;3,3898
09/06/2016;3,3817
10/06/2016;3,4261
13/06/2016;3,4533
14/06/2016;3,4839
15/06/2016;3,4768
16/06/2016;3,4904
17/06/2016;3,4372
20/06/2016;3,3835
21/06/2016;3,3897
22/06/2016;3,3883
23/06/2016;3,3533
24/06/2016;3,3772
27/06/2016;3,3934
28/06/2016;3,3267
29/06/2016;3,2435
30/06/2016;3,2098
01/07/2016;3,2298
04/07/2016;3,248
05/07/2016;3,2904
06/07/2016;3,3242
07/07/2016;3,3388
08/07/2016;3,2968
11/07/2016;3,3031
12/07/2016;3,275
13/07/2016;3,2896
14/07/2016;3,2311
15/07/2016;3,2656
18/07/2016;3,2634
19/07/2016;3,2801
20/07/2016;3,2512
21/07/2016;3,2585
22/07/2016;3,2854
25/07/2016;3,2819
26/07/2016;3,279
27/07/2016;3,282
28/07/2016;3,274
29/07/2016;3,239
01/08/2016;3,2662
02/08/2016;3,249
03/08/2016;3,2733
04/08/2016;3,2183
05/08/2016;3,1859
08/08/2016;3,1771
09/08/2016;3,1503
10/08/2016;3,1302
11/08/2016;3,1364
12/08/2016;3,1602
15/08/2016;3,1672
16/08/2016;3,1749
17/08/2016;3,2248
18/08/2016;3,2215
19/08/2016;3,2267
22/08/2016;3,2163
23/08/2016;3,2054
24/08/2016;3,2372
25/08/2016;3,2319
26/08/2016;3,2153
29/08/2016;3,2613
30/08/2016;3,2525
31/08/2016;3,2403
01/09/2016;3,2472
02/09/2016;3,2431
05/09/2016;3,2721
06/09/2016;3,2452
08/09/2016;3,1934
09/09/2016;3,2638
12/09/2016;3,2854
13/09/2016;3,2972
14/09/2016;3,3262
15/09/2016;3,3326
16/09/2016;3,3004
19/09/2016;3,2636
20/09/2016;3,254
21/09/2016;3,2408
22/09/2016;3,2015
23/09/2016;3,2242
26/09/2016;3,24
27/09/2016;3,2358
28/09/2016;3,2476
29/09/2016;3,2235
30/09/2016;3,2462
03/10/2016;3,2338
04/10/2016;3,2203
05/10/2016;3,2359
06/10/2016;3,231
07/10/2016;3,2134
10/10/2016;3,2125
11/10/2016;3,2136
13/10/2016;3,2087
14/10/2016;3,1864
17/10/2016;3,1963
18/10/2016;3,1874
19/10/2016;3,18
20/10/2016;3,1605
21/10/2016;3,1593
24/10/2016;3,1311
25/10/2016;3,1193
26/10/2016;3,1219
27/10/2016;3,1429
28/10/2016;3,1815
31/10/2016;3,1811
